ensembl,gene,transcript,ensemblfamily
ENSG00000142867,BCL10,ENST00000650582,
ENSG00000142867,BCL10,ENST00000648566,TF601626
ENSG00000142867,BCL10,ENST00000649434,
ENSG00000143226,FCGR2A,ENST00000497474,
ENSG00000143226,FCGR2A,ENST00000367972,PTHR11481
ENSG00000143226,FCGR2A,ENST00000483665,PTHR11481
ENSG00000143226,FCGR2A,ENST00000467525,PTHR11481
ENSG00000143226,FCGR2A,ENST00000471026,
ENSG00000143226,FCGR2A,ENST00000467654,
ENSG00000143226,FCGR2A,ENST00000486608,
ENSG00000143226,FCGR2A,ENST00000473080,
ENSG00000143226,FCGR2A,ENST00000491841,
ENSG00000143226,FCGR2A,ENST00000536731,PTHR11481
ENSG00000143226,FCGR2A,ENST00000459885,
ENSG00000143226,FCGR2A,ENST00000482233,
ENSG00000143226,FCGR2A,ENST00000271450,PTHR11481
ENSG00000143226,FCGR2A,ENST00000461298,
ENSG00000143387,CTSK,ENST00000271651,PTHR12411_SF55
ENSG00000143387,CTSK,ENST00000480670,
ENSG00000143387,CTSK,ENST00000443913,PTHR12411_SF55
ENSG00000143507,DUSP10,ENST00000468085,
ENSG00000143507,DUSP10,ENST00000366899,PTHR10159_SF299
ENSG00000143507,DUSP10,ENST00000477026,
ENSG00000143507,DUSP10,ENST00000494642,
ENSG00000143546,S100A8,ENST00000368733,PTHR11639_SF5
ENSG00000143546,S100A8,ENST00000368732,PTHR11639_SF5
ENSG00000143546,S100A8,ENST00000477801,
ENSG00000143556,S100A7,ENST00000368722,PTHR11639_SF64
ENSG00000143556,S100A7,ENST00000368723,PTHR11639_SF64
ENSG00000143627,PKLR,ENST00000342741,PTHR11817
ENSG00000143627,PKLR,ENST00000434082,PTHR11817
ENSG00000143627,PKLR,ENST00000392414,PTHR11817
ENSG00000143933,CALM2,ENST00000655450,PTHR23050_SF150
ENSG00000143933,CALM2,ENST00000670593,
ENSG00000143933,CALM2,ENST00000668667,PTHR23050_SF150
ENSG00000143933,CALM2,ENST00000656538,PTHR23050_SF150
ENSG00000143933,CALM2,ENST00000272298,PTHR23050_SF155
ENSG00000143933,CALM2,ENST00000484408,PTHR23050_SF150
ENSG00000143933,CALM2,ENST00000482532,
ENSG00000143933,CALM2,ENST00000654798,PTHR23050_SF155
ENSG00000143933,CALM2,ENST00000652974,
ENSG00000143933,CALM2,ENST00000456319,PTHR23050_SF150
ENSG00000143933,CALM2,ENST00000489742,PTHR23050_SF139
ENSG00000143933,CALM2,ENST00000628793,PTHR23050_SF139
ENSG00000143933,CALM2,ENST00000460218,
ENSG00000143933,CALM2,ENST00000432899,PTHR23050_SF139
ENSG00000143933,CALM2,ENST00000409563,PTHR23050_SF155
ENSG00000143933,CALM2,ENST00000655728,PTHR23050_SF150
ENSG00000144648,ACKR2,ENST00000480215,
ENSG00000144648,ACKR2,ENST00000494619,PTHR24227
ENSG00000144648,ACKR2,ENST00000493193,PTHR24227
ENSG00000144648,ACKR2,ENST00000492609,PTHR24227
ENSG00000144648,ACKR2,ENST00000463699,
ENSG00000144648,ACKR2,ENST00000565749,
ENSG00000144648,ACKR2,ENST00000422265,PTHR24227
ENSG00000144648,ACKR2,ENST00000497921,PTHR24227
ENSG00000144648,ACKR2,ENST00000442925,PTHR24227
ENSG00000144648,ACKR2,ENST00000460855,
ENSG00000144648,ACKR2,ENST00000498111,
ENSG00000144802,NFKBIZ,ENST00000486444,
ENSG00000144802,NFKBIZ,ENST00000491281,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000495719,
ENSG00000144802,NFKBIZ,ENST00000495089,
ENSG00000144802,NFKBIZ,ENST00000461724,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000465476,
ENSG00000144802,NFKBIZ,ENST00000394054,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000483180,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000326172,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000477601,PTHR24124_SF5
ENSG00000144802,NFKBIZ,ENST00000326151,PTHR24124_SF5
ENSG00000145012,LPP,ENST00000459897,
ENSG00000145012,LPP,ENST00000430340,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000457242,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000640853,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000471917,
ENSG00000145012,LPP,ENST00000462758,
ENSG00000145012,LPP,ENST00000416784,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000426274,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000414139,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000420410,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000454789,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000487347,
ENSG00000145012,LPP,ENST00000494044,
ENSG00000145012,LPP,ENST00000617246,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000415906,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000483938,
ENSG00000145012,LPP,ENST00000448637,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000494233,
ENSG00000145012,LPP,ENST00000484468,
ENSG00000145012,LPP,ENST00000443217,
ENSG00000145012,LPP,ENST00000618621,PTHR24207_SF0
ENSG00000145012,LPP,ENST00000474472,
ENSG00000145016,RUBCN,ENST00000467303,
ENSG00000145016,RUBCN,ENST00000472149,
ENSG00000145016,RUBCN,ENST00000471364,
ENSG00000145016,RUBCN,ENST00000474214,
ENSG00000145016,RUBCN,ENST00000449205,PTHR12326_SF7
ENSG00000145016,RUBCN,ENST00000447048,PTHR12326_SF7
ENSG00000145016,RUBCN,ENST00000413360,PTHR12326_SF7
ENSG00000145016,RUBCN,ENST00000273582,PTHR12326_SF7
ENSG00000145016,RUBCN,ENST00000415452,PTHR12326_SF7
ENSG00000145016,RUBCN,ENST00000296343,PTHR12326_SF7
ENSG00000145192,AHSG,ENST00000273784,PTHR13814
ENSG00000145192,AHSG,ENST00000478441,
ENSG00000145192,AHSG,ENST00000411641,PTHR13814
ENSG00000145335,SNCA,ENST00000506691,PTHR13820
ENSG00000145335,SNCA,ENST00000345009,PTHR13820
ENSG00000145335,SNCA,ENST00000394986,PTHR13820
ENSG00000145335,SNCA,ENST00000394991,PTHR13820
ENSG00000145335,SNCA,ENST00000611107,PTHR13820
ENSG00000145335,SNCA,ENST00000394989,PTHR13820
ENSG00000145335,SNCA,ENST00000336904,PTHR13820
ENSG00000145335,SNCA,ENST00000506244,PTHR13820
ENSG00000145335,SNCA,ENST00000508895,PTHR13820
ENSG00000145335,SNCA,ENST00000505199,PTHR13820
ENSG00000145335,SNCA,ENST00000618500,PTHR13820
ENSG00000145335,SNCA,ENST00000420646,PTHR13820
ENSG00000145335,SNCA,ENST00000502987,PTHR13820
ENSG00000145365,TIFA,ENST00000361717,PTHR31266
ENSG00000145365,TIFA,ENST00000500655,PTHR31266
ENSG00000145604,SKP2,ENST00000508514,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000274255,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000274254,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000546211,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000504386,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000509692,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000513263,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000513151,PTHR23125_SF34
ENSG00000145604,SKP2,ENST00000620197,PTHR23125_SF34
ENSG00000145782,ATG12,ENST00000513167,
ENSG00000145782,ATG12,ENST00000513322,
ENSG00000145782,ATG12,ENST00000509910,PTHR13385
ENSG00000145782,ATG12,ENST00000379594,
ENSG00000145782,ATG12,ENST00000500945,
ENSG00000145782,ATG12,ENST00000514775,
ENSG00000145782,ATG12,ENST00000513292,
ENSG00000145782,ATG12,ENST00000508464,
ENSG00000145782,ATG12,ENST00000507793,
ENSG00000145782,ATG12,ENST00000509598,
ENSG00000145782,ATG12,ENST00000511984,
ENSG00000145782,ATG12,ENST00000505252,
ENSG00000145782,ATG12,ENST00000505993,
ENSG00000145824,CXCL14,ENST00000337225,PTHR15188
ENSG00000145824,CXCL14,ENST00000512158,PTHR15188
ENSG00000145839,IL9,ENST00000274520,PTHR16926
ENSG00000145901,TNIP1,ENST00000519339,PTHR31882
ENSG00000145901,TNIP1,ENST00000523338,PTHR31882
ENSG00000145901,TNIP1,ENST00000517329,
ENSG00000145901,TNIP1,ENST00000522574,
ENSG00000145901,TNIP1,ENST00000522926,
ENSG00000145901,TNIP1,ENST00000610535,PTHR31882
ENSG00000145901,TNIP1,ENST00000517504,PTHR31882
ENSG00000145901,TNIP1,ENST00000521001,PTHR31882
ENSG00000145901,TNIP1,ENST00000315050,PTHR31882
ENSG00000145901,TNIP1,ENST00000521423,
ENSG00000145901,TNIP1,ENST00000520695,PTHR31882
ENSG00000145901,TNIP1,ENST00000521782,
ENSG00000145901,TNIP1,ENST00000522226,PTHR31882
ENSG00000145901,TNIP1,ENST00000610874,PTHR31882
ENSG00000145901,TNIP1,ENST00000524280,PTHR31882
ENSG00000145901,TNIP1,ENST00000518977,PTHR31882
ENSG00000145901,TNIP1,ENST00000522100,PTHR31882
ENSG00000145901,TNIP1,ENST00000389378,PTHR31882
ENSG00000145901,TNIP1,ENST00000520931,PTHR31882
ENSG00000145901,TNIP1,ENST00000523200,PTHR31882
ENSG00000145901,TNIP1,ENST00000521591,PTHR31882
ENSG00000145907,G3BP1,ENST00000523519,PTHR10693
ENSG00000145907,G3BP1,ENST00000522666,
ENSG00000145907,G3BP1,ENST00000520578,PTHR10693
ENSG00000145907,G3BP1,ENST00000520006,PTHR10693
ENSG00000145907,G3BP1,ENST00000522761,PTHR10693
ENSG00000145907,G3BP1,ENST00000522367,PTHR10693
ENSG00000145907,G3BP1,ENST00000627077,
ENSG00000145907,G3BP1,ENST00000507878,PTHR10693
ENSG00000145907,G3BP1,ENST00000517947,
ENSG00000145907,G3BP1,ENST00000356245,PTHR10693
ENSG00000145907,G3BP1,ENST00000519832,
ENSG00000145907,G3BP1,ENST00000394123,PTHR10693
ENSG00000145907,G3BP1,ENST00000520177,PTHR10693
ENSG00000145907,G3BP1,ENST00000518726,
ENSG00000146054,TRIM7,ENST00000504241,
ENSG00000146054,TRIM7,ENST00000274773,PTHR24103_SF221
ENSG00000146054,TRIM7,ENST00000509199,
ENSG00000146054,TRIM7,ENST00000393315,PTHR24103_SF221
ENSG00000146054,TRIM7,ENST00000422067,PTHR24103_SF221
ENSG00000146054,TRIM7,ENST00000393319,PTHR24103_SF221
ENSG00000146054,TRIM7,ENST00000334421,PTHR24103_SF221
ENSG00000146094,DOK3,ENST00000502380,
ENSG00000146094,DOK3,ENST00000506493,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000510380,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000501403,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000510389,
ENSG00000146094,DOK3,ENST00000509310,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000357198,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000500323,
ENSG00000146094,DOK3,ENST00000377112,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000502885,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000510898,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000312943,PTHR21258_SF42
ENSG00000146094,DOK3,ENST00000512660,
ENSG00000146232,NFKBIE,ENST00000275015,PTHR24118_SF37
ENSG00000146232,NFKBIE,ENST00000619360,PTHR24118_SF37
ENSG00000146232,NFKBIE,ENST00000477930,PTHR24118_SF37
ENSG00000146232,NFKBIE,ENST00000443607,PTHR24118_SF37
ENSG00000146243,IRAK1BP1,ENST00000606868,PTHR18842
ENSG00000146243,IRAK1BP1,ENST00000369940,PTHR18842
ENSG00000146243,IRAK1BP1,ENST00000606929,
ENSG00000146243,IRAK1BP1,ENST00000607739,PTHR18842
ENSG00000146477,SLC22A3,ENST00000275300,PTHR24064_SF52
ENSG00000146648,EGFR,ENST00000638463,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000485503,
ENSG00000146648,EGFR,ENST00000454757,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000455089,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000450046,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000463948,
ENSG00000146648,EGFR,ENST00000459688,
ENSG00000146648,EGFR,ENST00000420316,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000342916,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000344576,PTHR24416_SF91
ENSG00000146648,EGFR,ENST00000275493,PTHR24416_SF91
ENSG00000146755,TRIM50,ENST00000333149,PTHR24103_SF231
ENSG00000146755,TRIM50,ENST00000493498,
ENSG00000146755,TRIM50,ENST00000488217,
ENSG00000146755,TRIM50,ENST00000453152,PTHR24103_SF231
ENSG00000147168,IL2RG,ENST00000464642,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000374202,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000456850,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000512747,
ENSG00000147168,IL2RG,ENST00000482750,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000374188,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000276110,
ENSG00000147168,IL2RG,ENST00000473378,PTHR23036_SF92
ENSG00000147168,IL2RG,ENST00000487883,
ENSG00000147573,TRIM55,ENST00000315962,PTHR24103_SF318
ENSG00000147573,TRIM55,ENST00000353317,PTHR24103_SF318
ENSG00000147573,TRIM55,ENST00000276573,PTHR24103_SF318
ENSG00000147573,TRIM55,ENST00000350034,PTHR24103_SF318
ENSG00000147573,TRIM55,ENST00000517647,
ENSG00000147873,IFNA5,ENST00000610521,PTHR11691
ENSG00000147885,IFNA16,ENST00000380216,PTHR11691
ENSG00000147889,CDKN2A,ENST00000494262,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000498124,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000577854,
ENSG00000147889,CDKN2A,ENST00000479692,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000498628,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000578845,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000579122,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000380150,
ENSG00000147889,CDKN2A,ENST00000470819,
ENSG00000147889,CDKN2A,ENST00000380151,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000304494,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000579755,TF338405
ENSG00000147889,CDKN2A,ENST00000497750,PTHR24144_SF30
ENSG00000147889,CDKN2A,ENST00000530628,TF338405
ENSG00000147896,IFNK,ENST00000276943,PTHR11691
ENSG00000148334,PTGES2,ENST00000338961,PTHR12782
ENSG00000148334,PTGES2,ENST00000483625,
ENSG00000148334,PTGES2,ENST00000277462,PTHR12782
ENSG00000148334,PTGES2,ENST00000496594,
ENSG00000148334,PTGES2,ENST00000487063,
ENSG00000148334,PTGES2,ENST00000474124,
ENSG00000148334,PTGES2,ENST00000476655,
ENSG00000148334,PTGES2,ENST00000493205,
ENSG00000148334,PTGES2,ENST00000485510,
ENSG00000148334,PTGES2,ENST00000617202,PTHR12782
ENSG00000148334,PTGES2,ENST00000476748,
ENSG00000148334,PTGES2,ENST00000485237,
ENSG00000148334,PTGES2,ENST00000449878,PTHR12782
ENSG00000148334,PTGES2,ENST00000497109,
ENSG00000148344,PTGES,ENST00000340607,PTHR10689
ENSG00000148344,PTGES,ENST00000481476,
ENSG00000148346,LCN2,ENST00000487719,
ENSG00000148346,LCN2,ENST00000494317,
ENSG00000148346,LCN2,ENST00000277480,PTHR11430
ENSG00000148346,LCN2,ENST00000488391,
ENSG00000148346,LCN2,ENST00000470902,
ENSG00000148346,LCN2,ENST00000373017,PTHR11430
ENSG00000148346,LCN2,ENST00000372998,PTHR11430
ENSG00000149131,SERPING1,ENST00000531797,
ENSG00000149131,SERPING1,ENST00000403558,PTHR11461_SF156
ENSG00000149131,SERPING1,ENST00000278407,PTHR11461_SF156
ENSG00000149131,SERPING1,ENST00000531605,
ENSG00000149131,SERPING1,ENST00000405496,
ENSG00000149131,SERPING1,ENST00000528996,
ENSG00000149131,SERPING1,ENST00000531133,
ENSG00000149131,SERPING1,ENST00000340687,PTHR11461_SF156
ENSG00000149131,SERPING1,ENST00000530113,
ENSG00000149131,SERPING1,ENST00000457869,
ENSG00000149131,SERPING1,ENST00000378324,PTHR11461_SF156
ENSG00000149131,SERPING1,ENST00000378323,PTHR11461_SF156
ENSG00000149131,SERPING1,ENST00000619430,
ENSG00000149269,PAK1,ENST00000528592,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000533568,
ENSG00000149269,PAK1,ENST00000278568,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000529248,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000356341,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000532711,
ENSG00000149269,PAK1,ENST00000533285,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000526103,
ENSG00000149269,PAK1,ENST00000526910,
ENSG00000149269,PAK1,ENST00000528203,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000530617,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000525542,
ENSG00000149269,PAK1,ENST00000526968,
ENSG00000149269,PAK1,ENST00000528633,
ENSG00000149269,PAK1,ENST00000527535,
ENSG00000149269,PAK1,ENST00000532991,
ENSG00000149269,PAK1,ENST00000524847,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000533468,
ENSG00000149269,PAK1,ENST00000527457,PTHR24361_SF250
ENSG00000149269,PAK1,ENST00000530358,
ENSG00000149534,MS4A2,ENST00000278888,PTHR23320_SF9
ENSG00000149534,MS4A2,ENST00000524868,
ENSG00000149534,MS4A2,ENST00000440896,
ENSG00000149534,MS4A2,ENST00000617306,PTHR23320_SF9
ENSG00000150337,FCGR1A,ENST00000489704,
ENSG00000150337,FCGR1A,ENST00000489479,
ENSG00000150337,FCGR1A,ENST00000369168,PTHR11481
ENSG00000150337,FCGR1A,ENST00000444948,PTHR11481
ENSG00000150455,TIRAP,ENST00000462401,
ENSG00000150455,TIRAP,ENST00000392680,PTHR22662
ENSG00000150455,TIRAP,ENST00000488598,
ENSG00000150455,TIRAP,ENST00000392678,PTHR22662
ENSG00000150455,TIRAP,ENST00000479770,PTHR22662
ENSG00000150455,TIRAP,ENST00000467006,
ENSG00000150455,TIRAP,ENST00000392679,PTHR22662
ENSG00000150630,VEGFC,ENST00000618562,PTHR12025_SF3
ENSG00000150630,VEGFC,ENST00000507638,
ENSG00000150782,IL18,ENST00000528832,PTHR11326
ENSG00000150782,IL18,ENST00000280357,PTHR11326
ENSG00000150782,IL18,ENST00000534225,
ENSG00000150782,IL18,ENST00000533858,
ENSG00000150782,IL18,ENST00000525547,
ENSG00000150782,IL18,ENST00000524595,PTHR11326
ENSG00000150907,FOXO1,ENST00000473775,
ENSG00000150907,FOXO1,ENST00000660760,
ENSG00000150907,FOXO1,ENST00000636651,
ENSG00000150907,FOXO1,ENST00000655267,
ENSG00000150907,FOXO1,ENST00000379561,PTHR11829_SF159
ENSG00000150995,ITPR1,ENST00000544951,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000649425,
ENSG00000150995,ITPR1,ENST00000479831,
ENSG00000150995,ITPR1,ENST00000650074,
ENSG00000150995,ITPR1,ENST00000647673,
ENSG00000150995,ITPR1,ENST00000472205,
ENSG00000150995,ITPR1,ENST00000302640,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000647708,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000463980,
ENSG00000150995,ITPR1,ENST00000477577,
ENSG00000150995,ITPR1,ENST00000478515,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000649314,
ENSG00000150995,ITPR1,ENST00000357086,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000649272,
ENSG00000150995,ITPR1,ENST00000493491,
ENSG00000150995,ITPR1,ENST00000649669,
ENSG00000150995,ITPR1,ENST00000467056,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648212,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648266,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000647900,
ENSG00000150995,ITPR1,ENST00000650079,
ENSG00000150995,ITPR1,ENST00000650146,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000647685,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648431,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648208,
ENSG00000150995,ITPR1,ENST00000649908,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648309,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000481415,
ENSG00000150995,ITPR1,ENST00000649430,
ENSG00000150995,ITPR1,ENST00000490572,
ENSG00000150995,ITPR1,ENST00000491868,
ENSG00000150995,ITPR1,ENST00000649414,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000467545,
ENSG00000150995,ITPR1,ENST00000649139,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648510,
ENSG00000150995,ITPR1,ENST00000649015,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000649144,
ENSG00000150995,ITPR1,ENST00000649051,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000487016,
ENSG00000150995,ITPR1,ENST00000648038,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000647717,
ENSG00000150995,ITPR1,ENST00000649694,
ENSG00000150995,ITPR1,ENST00000648770,
ENSG00000150995,ITPR1,ENST00000650294,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000456211,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000354582,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648016,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648564,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000647997,
ENSG00000150995,ITPR1,ENST00000647624,
ENSG00000150995,ITPR1,ENST00000650139,
ENSG00000150995,ITPR1,ENST00000649767,
ENSG00000150995,ITPR1,ENST00000650552,
ENSG00000150995,ITPR1,ENST00000443694,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000648390,PTHR13715_SF52
ENSG00000150995,ITPR1,ENST00000494681,
ENSG00000151090,THRB,ENST00000646300,
ENSG00000151090,THRB,ENST00000428492,
ENSG00000151090,THRB,ENST00000416420,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000644321,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000453729,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000646432,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000447414,
ENSG00000151090,THRB,ENST00000280696,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000643772,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000431815,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000413780,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000642307,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000356447,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000447875,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000646966,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000646209,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000645139,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000396671,PTHR24082_SF210
ENSG00000151090,THRB,ENST00000418247,
ENSG00000151650,VENTX,ENST00000325980,PTHR24327_SF24
ENSG00000152495,CAMK4,ENST00000509408,
ENSG00000152495,CAMK4,ENST00000510858,
ENSG00000152495,CAMK4,ENST00000512890,
ENSG00000152495,CAMK4,ENST00000502916,
ENSG00000152495,CAMK4,ENST00000504544,PTHR24349_SF77
ENSG00000152495,CAMK4,ENST00000514007,PTHR24349_SF77
ENSG00000152495,CAMK4,ENST00000282356,PTHR24349_SF77
ENSG00000152495,CAMK4,ENST00000504090,
ENSG00000152495,CAMK4,ENST00000508074,PTHR24349_SF77
ENSG00000152495,CAMK4,ENST00000509645,
ENSG00000152495,CAMK4,ENST00000505763,
ENSG00000152495,CAMK4,ENST00000512453,PTHR24349_SF77
ENSG00000152495,CAMK4,ENST00000515231,PTHR24349_SF77
ENSG00000152503,TRIM36,ENST00000379618,
ENSG00000152503,TRIM36,ENST00000282369,PTHR24103_SF29
ENSG00000152503,TRIM36,ENST00000508894,PTHR24103_SF29
ENSG00000152503,TRIM36,ENST00000515104,
ENSG00000152503,TRIM36,ENST00000379617,
ENSG00000152503,TRIM36,ENST00000511701,
ENSG00000152503,TRIM36,ENST00000513154,PTHR24103_SF29
ENSG00000152503,TRIM36,ENST00000514154,PTHR24103_SF29
ENSG00000152503,TRIM36,ENST00000513485,
ENSG00000152503,TRIM36,ENST00000510222,
ENSG00000152661,GJA1,ENST00000647564,PTHR11984
ENSG00000152661,GJA1,ENST00000650427,PTHR11984
ENSG00000152661,GJA1,ENST00000649003,PTHR11984
ENSG00000152661,GJA1,ENST00000282561,PTHR11984
ENSG00000152778,IFIT5,ENST00000371795,PTHR10271
ENSG00000153029,MR1,ENST00000486453,
ENSG00000153029,MR1,ENST00000282990,PTHR16675
ENSG00000153029,MR1,ENST00000617803,PTHR16675
ENSG00000153029,MR1,ENST00000438435,
ENSG00000153029,MR1,ENST00000367579,PTHR16675
ENSG00000153029,MR1,ENST00000367580,PTHR16675
ENSG00000153029,MR1,ENST00000367578,
ENSG00000153029,MR1,ENST00000614012,PTHR16675
ENSG00000153029,MR1,ENST00000434571,PTHR16675
ENSG00000153208,MERTK,ENST00000409780,PTHR24416_SF257
ENSG00000153208,MERTK,ENST00000295408,PTHR24416_SF257
ENSG00000153208,MERTK,ENST00000439966,
ENSG00000153208,MERTK,ENST00000421804,PTHR24416_SF257
ENSG00000153208,MERTK,ENST00000473065,
ENSG00000153208,MERTK,ENST00000616902,PTHR24416_SF257
ENSG00000153208,MERTK,ENST00000449344,PTHR24416_SF257
ENSG00000153563,CD8A,ENST00000409511,PTHR10441
ENSG00000153563,CD8A,ENST00000283635,PTHR10441
ENSG00000153563,CD8A,ENST00000409781,PTHR10441
ENSG00000153563,CD8A,ENST00000352580,PTHR10441
ENSG00000154124,OTULIN,ENST00000514913,
ENSG00000154124,OTULIN,ENST00000506417,
ENSG00000154124,OTULIN,ENST00000284274,TF328709
ENSG00000154124,OTULIN,ENST00000503023,
ENSG00000154124,OTULIN,ENST00000507335,
ENSG00000154124,OTULIN,ENST00000508678,
ENSG00000154174,TOMM70,ENST00000492171,
ENSG00000154174,TOMM70,ENST00000284320,PTHR22904_SF178
ENSG00000154174,TOMM70,ENST00000483945,
ENSG00000154188,ANGPT1,ENST00000518386,
ENSG00000154188,ANGPT1,ENST00000520052,PTHR19143_SF156
ENSG00000154188,ANGPT1,ENST00000297450,PTHR19143_SF156
ENSG00000154188,ANGPT1,ENST00000520033,
ENSG00000154188,ANGPT1,ENST00000522400,
ENSG00000154188,ANGPT1,ENST00000520734,PTHR19143_SF156
ENSG00000154188,ANGPT1,ENST00000517746,PTHR19143_SF156
ENSG00000154188,ANGPT1,ENST00000521950,
ENSG00000154229,PRKCA,ENST00000583775,
ENSG00000154229,PRKCA,ENST00000578063,PTHR24357_SF65
ENSG00000154229,PRKCA,ENST00000284384,PTHR24357_SF63
ENSG00000154229,PRKCA,ENST00000413366,PTHR24357_SF65
