query,hit identifier,gene,transcript,ensembl,length,bits,identities,percent_identity,e value,ensemblfamily,subfamily
TTRE_0000704001-mRNA-1 transcript=TTRE_0000704001-mRNA-1 gene=TTRE_0000704001,gnl|BL_ORD_ID|13897 ENSG00000115128|SF3B6|ENST00000233468|PTHR22630_SF0,SF3B6,ENST00000233468,ENSG00000115128,126,196.438,89,70.63492063,1.27E-65,PTHR22630,SF0
TTRE_0000932801-mRNA-1 transcript=TTRE_0000932801-mRNA-1 gene=TTRE_0000932801,gnl|BL_ORD_ID|199245 ENSG00000186866|POFUT2|ENST00000334538|PTHR13398,POFUT2,ENST00000334538,ENSG00000186866,381,211.075,111,29.13385827,1.32E-65,PTHR13398,
TTRE_0000533701-mRNA-1 transcript=TTRE_0000533701-mRNA-1 gene=TTRE_0000533701,gnl|BL_ORD_ID|129444 ENSG00000135678|CPM|ENST00000551568|PTHR11532_SF53,CPM,ENST00000551568,ENSG00000135678,444,215.698,127,28.6036036,1.53E-65,PTHR11532,SF53
TTRE_0000836401-mRNA-1 transcript=TTRE_0000836401-mRNA-1 gene=TTRE_0000836401,gnl|BL_ORD_ID|121916 ENSG00000246705|H2AFJ|ENST00000544848|PTHR23430_SF24,H2AFJ,ENST00000544848,ENSG00000246705,130,195.667,97,74.61538462,1.88E-65,PTHR23430,SF24
TTRE_0000434901-mRNA-1 transcript=TTRE_0000434901-mRNA-1 gene=TTRE_0000434901,gnl|BL_ORD_ID|118530 ENSG00000196850|PPTC7|ENST00000354300|PTHR12320,PPTC7,ENST00000354300,ENSG00000196850,305,207.223,109,35.73770492,2.34E-65,PTHR12320,
TTRE_0000781601-mRNA-1 transcript=TTRE_0000781601-mRNA-1 gene=TTRE_0000781601,gnl|BL_ORD_ID|53227 ENSG00000177453|NIM1K|ENST00000512796|PTHR24343_SF106,NIM1K,ENST00000512796,ENSG00000177453,437,215.698,114,26.08695652,2.57E-65,PTHR24343,SF106
TTRE_0000163901-mRNA-1 transcript=TTRE_0000163901-mRNA-1 gene=TTRE_0000163901,gnl|BL_ORD_ID|39555 ENSG00000164144|ARFIP1|ENST00000356064|PTHR12141,ARFIP1,ENST00000356064,ENSG00000164144,342,209.534,101,29.53216374,3.87E-65,PTHR12141,
TTRE_0000790501-mRNA-1 transcript=TTRE_0000790501-mRNA-1 gene=TTRE_0000790501,gnl|BL_ORD_ID|9855 ENSG00000121481|RNF2|ENST00000453650|PTHR10825_SF25,RNF2,ENST00000453650,ENSG00000121481,245,207.994,102,41.63265306,3.91E-65,PTHR10825,SF25
TTRE_0000047701-mRNA-1 transcript=TTRE_0000047701-mRNA-1 gene=TTRE_0000047701,gnl|BL_ORD_ID|59716 ENSG00000119899|SLC17A5|ENST00000355773|PTHR11662_SF189,SLC17A5,ENST00000355773,ENSG00000119899,496,220.705,139,28.02419355,4.04E-65,PTHR11662,SF189
TTRE_0000423101-mRNA-1 transcript=TTRE_0000423101-mRNA-1 gene=TTRE_0000423101,gnl|BL_ORD_ID|77110 ENSG00000106290|TAF6|ENST00000453269|PTHR10221,TAF6,ENST00000453269,ENSG00000106290,678,229.95,148,21.82890855,4.89E-65,PTHR10221,
TTRE_0000364001-mRNA-1 transcript=TTRE_0000364001-mRNA-1 gene=TTRE_0000364001,gnl|BL_ORD_ID|178962 ENSG00000198795|ZNF521|ENST00000584787|PTHR24385_SF32,ZNF521,ENST00000584787,ENSG00000198795,1092,241.121,273,25,5.05E-65,PTHR24385,SF32
TTRE_0000889301-mRNA-1 transcript=TTRE_0000889301-mRNA-1 gene=TTRE_0000889301,gnl|BL_ORD_ID|128130 ENSG00000186298|PPP1CC|ENST00000551676|PTHR11668_SF207,PPP1CC,ENST00000551676,ENSG00000186298,271,203.756,95,35.05535055,5.76E-65,PTHR11668,SF207
TTRE_0000440301-mRNA-1 transcript=TTRE_0000440301-mRNA-1 gene=TTRE_0000440301,gnl|BL_ORD_ID|162494 ENSG00000132591|ERAL1|ENST00000254928|PTHR11649_SF3,ERAL1,ENST00000254928,ENSG00000132591,438,216.468,123,28.08219178,6.37E-65,PTHR11649,SF3
TTRE_0000167801-mRNA-1 transcript=TTRE_0000167801-mRNA-1 gene=TTRE_0000167801,gnl|BL_ORD_ID|207915 ENSG00000102174|PHEX|ENST00000379374|PTHR11733_SF117,PHEX,ENST00000379374,ENSG00000102174,750,217.238,113,15.06666667,7.15E-65,PTHR11733,SF117
TTRE_0000733701-mRNA-1 transcript=TTRE_0000733701-mRNA-1 gene=TTRE_0000733701,gnl|BL_ORD_ID|143321 ENSG00000187446|CHP1|ENST00000334660|PTHR23056_SF17,CHP1,ENST00000334660,ENSG00000187446,196,199.134,106,54.08163265,7.30E-65,PTHR23056,SF17
TTRE_0000508701-mRNA-1 transcript=TTRE_0000508701-mRNA-1 gene=TTRE_0000508701,gnl|BL_ORD_ID|38712 ENSG00000135220|UGT2A3|ENST00000251566|PTHR11926_SF130,UGT2A3,ENST00000251566,ENSG00000135220,528,217.238,125,23.67424242,7.52E-65,PTHR11926,SF130
TTRE_0000951501-mRNA-1 transcript=TTRE_0000951501-mRNA-1 gene=TTRE_0000951501,gnl|BL_ORD_ID|45787 ENSG00000059691|GATB|ENST00000512306|PTHR11659,GATB,ENST00000512306,ENSG00000059691,358,214.542,118,32.96089385,7.68E-65,PTHR11659,
TTRE_0000409901-mRNA-1 transcript=TTRE_0000409901-mRNA-1 gene=TTRE_0000409901,gnl|BL_ORD_ID|82672 ENSG00000121022|COPS5|ENST00000518747|PTHR10410_SF6,COPS5,ENST00000518747,ENSG00000121022,151,203.371,102,67.54966887,7.91E-65,PTHR10410,SF6
TTRE_0000704201-mRNA-1 transcript=TTRE_0000704201-mRNA-1 gene=TTRE_0000704201,gnl|BL_ORD_ID|3626 ENSG00000134250|NOTCH2|ENST00000579475|PTHR24033_SF4,NOTCH2,ENST00000579475,ENSG00000134250,864,232.646,156,18.05555556,8.16E-65,PTHR24033,SF4
TTRE_0000708201-mRNA-1 transcript=TTRE_0000708201-mRNA-1 gene=TTRE_0000708201,gnl|BL_ORD_ID|4776 ENSG00000160087|UBE2J2|ENST00000435198|PTHR24067_SF42,UBE2J2,ENST00000435198,ENSG00000160087,196,208.764,100,51.02040816,8.20E-65,PTHR24067,SF42
TTRE_0000010701-mRNA-1 transcript=TTRE_0000010701-mRNA-1 gene=TTRE_0000010701,gnl|BL_ORD_ID|163531 ENSG00000183010|PYCR1|ENST00000337943|PTHR11645,PYCR1,ENST00000337943,ENSG00000183010,317,207.223,118,37.22397476,8.86E-65,PTHR11645,
TTRE_0000277601-mRNA-1 transcript=TTRE_0000277601-mRNA-1 gene=TTRE_0000277601,gnl|BL_ORD_ID|178993 ENSG00000119537|KDSR|ENST00000591902|PTHR24320_SF1,KDSR,ENST00000591902,ENSG00000119537,299,207.608,114,38.1270903,9.23E-65,PTHR24320,SF1
TTRE_0000166501-mRNA-1 transcript=TTRE_0000166501-mRNA-1 gene=TTRE_0000166501,gnl|BL_ORD_ID|134839 ENSG00000087302|RTRAF|ENST00000261700|PTHR15924,RTRAF,ENST00000261700,ENSG00000087302,245,202.986,118,48.16326531,9.65E-65,PTHR15924,
TTRE_0000681701-mRNA-1 transcript=TTRE_0000681701-mRNA-1 gene=TTRE_0000681701,gnl|BL_ORD_ID|130538 ENSG00000088451|TGDS|ENST00000261296|PTHR10366_SF41,TGDS,ENST00000261296,ENSG00000088451,351,215.312,115,32.76353276,9.86E-65,PTHR10366,SF41
TTRE_0000691101-mRNA-1 transcript=TTRE_0000691101-mRNA-1 gene=TTRE_0000691101,gnl|BL_ORD_ID|14821 ENSG00000115241|PPM1G|ENST00000344034|PTHR13832_SF217,PPM1G,ENST00000344034,ENSG00000115241,547,220.705,116,21.20658135,1.01E-64,PTHR13832,SF217
TTRE_0000184001-mRNA-1 transcript=TTRE_0000184001-mRNA-1 gene=TTRE_0000184001,gnl|BL_ORD_ID|160861 ENSG00000176715|ACSF3|ENST00000614302|PTHR24095_SF52,ACSF3,ENST00000614302,ENSG00000176715,577,221.476,170,29.4627383,1.09E-64,PTHR24095,SF52
TTRE_0000358801-mRNA-1 transcript=TTRE_0000358801-mRNA-1 gene=TTRE_0000358801,gnl|BL_ORD_ID|147758 ENSG00000128881|TTBK2|ENST00000567840|PTHR11909_SF83,TTBK2,ENST00000567840,ENSG00000128881,479,214.542,114,23.79958246,1.13E-64,PTHR11909,SF83
TTRE_0000140801-mRNA-1 transcript=TTRE_0000140801-mRNA-1 gene=TTRE_0000140801,gnl|BL_ORD_ID|106340 ENSG00000177830|CHID1|ENST00000429789|PTHR11177_SF135,CHID1,ENST00000429789,ENSG00000177830,363,209.534,113,31.12947658,1.20E-64,PTHR11177,SF135
TTRE_0000394701-mRNA-1 transcript=TTRE_0000394701-mRNA-1 gene=TTRE_0000394701,gnl|BL_ORD_ID|39046 ENSG00000174343|CHRNA9|ENST00000310169|PTHR18945_SF214,CHRNA9,ENST00000310169,ENSG00000174343,480,215.312,127,26.45833333,1.26E-64,PTHR18945,SF214
TTRE_0000856701-mRNA-1 transcript=TTRE_0000856701-mRNA-1 gene=TTRE_0000856701,gnl|BL_ORD_ID|207107 ENSG00000124333|VAMP7|ENST00000286448|PTHR21136_SF8,VAMP7,ENST00000286448,ENSG00000124333,221,200.675,98,44.3438914,1.32E-64,PTHR21136,SF8
TTRE_0000842701-mRNA-1 transcript=TTRE_0000842701-mRNA-1 gene=TTRE_0000842701,gnl|BL_ORD_ID|112002 ENSG00000213465|ARL2|ENST00000529384|PTHR11711_SF26,ARL2,ENST00000529384,ENSG00000213465,185,197.208,98,52.97297297,1.33E-64,PTHR11711,SF26
TTRE_0000162701-mRNA-1 transcript=TTRE_0000162701-mRNA-1 gene=TTRE_0000162701,gnl|BL_ORD_ID|186823 ENSG00000104897|SF3A2|ENST00000586396|PTHR23205,SF3A2,ENST00000586396,ENSG00000104897,135,199.134,112,82.96296296,1.34E-64,PTHR23205,
TTRE_0000548601-mRNA-1 transcript=TTRE_0000548601-mRNA-1 gene=TTRE_0000548601,gnl|BL_ORD_ID|24480 ENSG00000093217|XYLB|ENST00000207870|PTHR10196,XYLB,ENST00000207870,ENSG00000093217,537,223.402,149,27.74674115,1.35E-64,PTHR10196,
TTRE_0000578601-mRNA-1 transcript=TTRE_0000578601-mRNA-1 gene=TTRE_0000578601,gnl|BL_ORD_ID|3626 ENSG00000134250|NOTCH2|ENST00000579475|PTHR24033_SF4,NOTCH2,ENST00000579475,ENSG00000134250,864,229.95,154,17.82407407,1.35E-64,PTHR24033,SF4
TTRE_0000455501-mRNA-1 transcript=TTRE_0000455501-mRNA-1 gene=TTRE_0000455501,gnl|BL_ORD_ID|122653 ENSG00000110921|MVK|ENST00000539575|PTHR10457,MVK,ENST00000539575,ENSG00000110921,397,213.772,145,36.52392947,1.50E-64,PTHR10457,
TTRE_0000894101-mRNA-1 transcript=TTRE_0000894101-mRNA-1 gene=TTRE_0000894101,gnl|BL_ORD_ID|106101 ENSG00000169519|METTL15|ENST00000407364|PTHR11265,METTL15,ENST00000407364,ENSG00000169519,408,209.92,134,32.84313725,1.50E-64,PTHR11265,
TTRE_0000141301-mRNA-1 transcript=TTRE_0000141301-mRNA-1 gene=TTRE_0000141301,gnl|BL_ORD_ID|89029 ENSG00000164733|CTSB|ENST00000533455|PTHR12411_SF285,CTSB,ENST00000533455,ENSG00000164733,340,223.402,123,36.17647059,1.60E-64,PTHR12411,SF285
TTRE_0000312101-mRNA-1 transcript=TTRE_0000312101-mRNA-1 gene=TTRE_0000312101,gnl|BL_ORD_ID|39046 ENSG00000174343|CHRNA9|ENST00000310169|PTHR18945_SF214,CHRNA9,ENST00000310169,ENSG00000174343,480,218.394,142,29.58333333,1.70E-64,PTHR18945,SF214
TTRE_0000498801-mRNA-1 transcript=TTRE_0000498801-mRNA-1 gene=TTRE_0000498801,gnl|BL_ORD_ID|38759 ENSG00000138663|COPS4|ENST00000264389|PTHR10855,COPS4,ENST00000264389,ENSG00000138663,407,216.468,130,31.94103194,1.79E-64,PTHR10855,
TTRE_0000696901-mRNA-1 transcript=TTRE_0000696901-mRNA-1 gene=TTRE_0000696901,gnl|BL_ORD_ID|3650 ENSG00000117118|SDHB|ENST00000463045|PTHR11921_SF8,SDHB,ENST00000463045,ENSG00000117118,123,199.134,91,73.98373984,1.80E-64,PTHR11921,SF8
TTRE_0000799901-mRNA-1 transcript=TTRE_0000799901-mRNA-1 gene=TTRE_0000799901,gnl|BL_ORD_ID|151906 ENSG00000178952|TUFM|ENST00000313511|PTHR23115_SF112,TUFM,ENST00000313511,ENSG00000178952,456,207.608,97,21.27192982,1.85E-64,PTHR23115,SF112
TTRE_0000554801-mRNA-1 transcript=TTRE_0000554801-mRNA-1 gene=TTRE_0000554801,gnl|BL_ORD_ID|209794 ENSG00000102054|RBBP7|ENST00000404022|PTHR22850_SF82,RBBP7,ENST00000404022,ENSG00000102054,417,213.772,135,32.37410072,1.88E-64,PTHR22850,SF82
TTRE_0000093001-mRNA-1 transcript=TTRE_0000093001-mRNA-1 gene=TTRE_0000093001,gnl|BL_ORD_ID|175095 ENSG00000161970|RPL26|ENST00000648839|PTHR11143,RPL26,ENST00000648839,ENSG00000161970,146,194.512,95,65.06849315,2.04E-64,PTHR11143,
TTRE_0000304801-mRNA-1 transcript=TTRE_0000304801-mRNA-1 gene=TTRE_0000304801,gnl|BL_ORD_ID|4885 ENSG00000117481|NSUN4|ENST00000474844|PTHR22808,NSUN4,ENST00000474844,ENSG00000117481,385,212.231,143,37.14285714,2.08E-64,PTHR22808,
TTRE_0000517701-mRNA-1 transcript=TTRE_0000517701-mRNA-1 gene=TTRE_0000517701,gnl|BL_ORD_ID|144913 ENSG00000103569|AQP9|ENST00000558772|PTHR19139_SF15,AQP9,ENST00000558772,ENSG00000103569,231,201.83,96,41.55844156,2.11E-64,PTHR19139,SF15
TTRE_0000802801-mRNA-1 transcript=TTRE_0000802801-mRNA-1 gene=TTRE_0000802801,gnl|BL_ORD_ID|76531 ENSG00000106628|POLD2|ENST00000452185|PTHR10416,POLD2,ENST00000452185,ENSG00000106628,470,212.231,126,26.80851064,2.13E-64,PTHR10416,
TTRE_0000156401-mRNA-1 transcript=TTRE_0000156401-mRNA-1 gene=TTRE_0000156401,gnl|BL_ORD_ID|59476 ENSG00000057657|PRDM1|ENST00000369089|PTHR11389_SF339,PRDM1,ENST00000369089,ENSG00000057657,692,226.868,134,19.36416185,2.14E-64,PTHR11389,SF339
TTRE_0000216601-mRNA-1 transcript=TTRE_0000216601-mRNA-1 gene=TTRE_0000216601,gnl|BL_ORD_ID|43155 ENSG00000168936|TMEM129|ENST00000536901|PTHR31322,TMEM129,ENST00000536901,ENSG00000168936,363,209.92,126,34.7107438,2.17E-64,PTHR31322,
TTRE_0000195501-mRNA-1 transcript=TTRE_0000195501-mRNA-1 gene=TTRE_0000195501,gnl|BL_ORD_ID|168250 ENSG00000108465|CDK5RAP3|ENST00000579175|PTHR14894_SF0,CDK5RAP3,ENST00000579175,ENSG00000108465,281,211.846,126,44.83985765,2.54E-64,PTHR14894,SF0
TTRE_0000252501-mRNA-1 transcript=TTRE_0000252501-mRNA-1 gene=TTRE_0000252501,gnl|BL_ORD_ID|194886 ENSG00000080189|SLC35C2|ENST00000372230|PTHR11132_SF32,SLC35C2,ENST00000372230,ENSG00000080189,366,209.92,130,35.51912568,3.36E-64,PTHR11132,SF32
TTRE_0000659901-mRNA-1 transcript=TTRE_0000659901-mRNA-1 gene=TTRE_0000659901,gnl|BL_ORD_ID|114445 ENSG00000149294|NCAM1|ENST00000615112|PTHR10489_SF34,NCAM1,ENST00000615112,ENSG00000149294,859,232.646,217,25.26193248,3.46E-64,PTHR10489,SF34
TTRE_0000337501-mRNA-1 transcript=TTRE_0000337501-mRNA-1 gene=TTRE_0000337501,gnl|BL_ORD_ID|14520 ENSG00000162878|PKDCC|ENST00000294964|PTHR26392_SF71,PKDCC,ENST00000294964,ENSG00000162878,494,216.468,125,25.30364372,3.49E-64,PTHR26392,SF71
TTRE_0000179201-mRNA-1 transcript=TTRE_0000179201-mRNA-1 gene=TTRE_0000179201,gnl|BL_ORD_ID|102 ENSG00000134245|WNT2B|ENST00000256640|PTHR12027_SF93,WNT2B,ENST00000256640,ENSG00000134245,300,211.46,104,34.66666667,3.67E-64,PTHR12027,SF93
TTRE_0000803701-mRNA-1 transcript=TTRE_0000803701-mRNA-1 gene=TTRE_0000803701,gnl|BL_ORD_ID|15161 ENSG00000123992|DNPEP|ENST00000373972|TF600024,DNPEP,ENST00000373972,ENSG00000123992,411,205.682,100,24.33090024,3.76E-64,TF600024,
TTRE_0000680801-mRNA-1 transcript=TTRE_0000680801-mRNA-1 gene=TTRE_0000680801,gnl|BL_ORD_ID|33509 ENSG00000114126|TFDP2|ENST00000486111|PTHR12548_SF5,TFDP2,ENST00000486111,ENSG00000114126,387,208.764,119,30.74935401,3.77E-64,PTHR12548,SF5
TTRE_0000403101-mRNA-1 transcript=TTRE_0000403101-mRNA-1 gene=TTRE_0000403101,gnl|BL_ORD_ID|133747 ENSG00000174405|LIG4|ENST00000614526|PTHR10459_SF7,LIG4,ENST00000614526,ENSG00000174405,845,218.009,115,13.60946746,3.93E-64,PTHR10459,SF7
TTRE_0000701501-mRNA-1 transcript=TTRE_0000701501-mRNA-1 gene=TTRE_0000701501,gnl|BL_ORD_ID|1541 ENSG00000116138|DNAJC16|ENST00000375847|PTHR24078_SF143,DNAJC16,ENST00000375847,ENSG00000116138,783,229.95,214,27.33077905,4.38E-64,PTHR24078,SF143
TTRE_0000360901-mRNA-1 transcript=TTRE_0000360901-mRNA-1 gene=TTRE_0000360901,gnl|BL_ORD_ID|69409 ENSG00000173852|DPY19L1|ENST00000310974|PTHR31488,DPY19L1,ENST00000310974,ENSG00000173852,676,223.402,131,19.37869822,4.51E-64,PTHR31488,
TTRE_0000199001-mRNA-1 transcript=TTRE_0000199001-mRNA-1 gene=TTRE_0000199001,gnl|BL_ORD_ID|147758 ENSG00000128881|TTBK2|ENST00000567840|PTHR11909_SF83,TTBK2,ENST00000567840,ENSG00000128881,479,211.846,116,24.217119,4.89E-64,PTHR11909,SF83
TTRE_0000420901-mRNA-1 transcript=TTRE_0000420901-mRNA-1 gene=TTRE_0000420901,gnl|BL_ORD_ID|136402 ENSG00000133961|NUMB|ENST00000554521|PTHR11232_SF33,NUMB,ENST00000554521,ENSG00000133961,446,217.238,103,23.0941704,5.20E-64,PTHR11232,SF33
TTRE_0000422801-mRNA-1 transcript=TTRE_0000422801-mRNA-1 gene=TTRE_0000422801,gnl|BL_ORD_ID|8768 ENSG00000010072|SPRTN|ENST00000366644|PTHR21220_SF0,SPRTN,ENST00000366644,ENSG00000010072,187,201.06,99,52.94117647,5.34E-64,PTHR21220,SF0
TTRE_0000739801-mRNA-1 transcript=TTRE_0000739801-mRNA-1 gene=TTRE_0000739801,gnl|BL_ORD_ID|171484 ENSG00000170836|PPM1D|ENST00000629650|PTHR13832_SF231,PPM1D,ENST00000629650,ENSG00000170836,431,218.779,125,29.00232019,5.40E-64,PTHR13832,SF231
TTRE_0000014701-mRNA-1 transcript=TTRE_0000014701-mRNA-1 gene=TTRE_0000014701,gnl|BL_ORD_ID|999 ENSG00000157077|ZFYVE9|ENST00000357206|TF605286,ZFYVE9,ENST00000357206,ENSG00000157077,1367,226.483,157,11.48500366,5.82E-64,TF605286,
TTRE_0000165901-mRNA-1 transcript=TTRE_0000165901-mRNA-1 gene=TTRE_0000165901,gnl|BL_ORD_ID|149180 ENSG00000134146|DPH6|ENST00000561411|PTHR12196_SF2,DPH6,ENST00000561411,ENSG00000134146,169,198.749,91,53.84615385,5.83E-64,PTHR12196,SF2
TTRE_0000295501-mRNA-1 transcript=TTRE_0000295501-mRNA-1 gene=TTRE_0000295501,gnl|BL_ORD_ID|83276 ENSG00000168575|SLC20A2|ENST00000520179|PTHR11101,SLC20A2,ENST00000520179,ENSG00000168575,653,217.624,110,16.84532925,5.85E-64,PTHR11101,
TTRE_0000875201-mRNA-1 transcript=TTRE_0000875201-mRNA-1 gene=TTRE_0000875201,gnl|BL_ORD_ID|3626 ENSG00000134250|NOTCH2|ENST00000579475|PTHR24033_SF4,NOTCH2,ENST00000579475,ENSG00000134250,864,228.409,153,17.70833333,6.83E-64,PTHR24033,SF4
TTRE_0000838401-mRNA-1 transcript=TTRE_0000838401-mRNA-1 gene=TTRE_0000838401,gnl|BL_ORD_ID|406 ENSG00000116237|ICMT|ENST00000343813|PTHR12714,ICMT,ENST00000343813,ENSG00000116237,285,202.986,100,35.0877193,7.67E-64,PTHR12714,
TTRE_0000323701-mRNA-1 transcript=TTRE_0000323701-mRNA-1 gene=TTRE_0000323701,gnl|BL_ORD_ID|105280 ENSG00000066382|MPPED2|ENST00000358117|PTHR12905,MPPED2,ENST00000358117,ENSG00000066382,295,209.149,102,34.57627119,7.87E-64,PTHR12905,
TTRE_0000872401-mRNA-1 transcript=TTRE_0000872401-mRNA-1 gene=TTRE_0000872401,gnl|BL_ORD_ID|68957 ENSG00000124570|SERPINB6|ENST00000644388|PTHR11461_SF69,SERPINB6,ENST00000644388,ENSG00000124570,377,211.075,121,32.09549072,7.94E-64,PTHR11461,SF69
TTRE_0000051201-mRNA-1 transcript=TTRE_0000051201-mRNA-1 gene=TTRE_0000051201,gnl|BL_ORD_ID|124883 ENSG00000139318|DUSP6|ENST00000547291|PTHR10159_SF45,DUSP6,ENST00000547291,ENSG00000139318,257,209.149,94,36.57587549,8.14E-64,PTHR10159,SF45
TTRE_0000141101-mRNA-1 transcript=TTRE_0000141101-mRNA-1 gene=TTRE_0000141101,gnl|BL_ORD_ID|196936 ENSG00000196839|ADA|ENST00000536532|PTHR11409,ADA,ENST00000536532,ENSG00000196839,264,204.912,102,38.63636364,8.24E-64,PTHR11409,
TTRE_0000026201-mRNA-1 transcript=TTRE_0000026201-mRNA-1 gene=TTRE_0000026201,gnl|BL_ORD_ID|3838 ENSG00000162521|RBBP4|ENST00000458695|PTHR22850_SF90,RBBP4,ENST00000458695,ENSG00000162521,391,218.394,119,30.43478261,8.30E-64,PTHR22850,SF90
TTRE_0000095301-mRNA-1 transcript=TTRE_0000095301-mRNA-1 gene=TTRE_0000095301,gnl|BL_ORD_ID|80670 ENSG00000104635|SLC39A14|ENST00000381237|PTHR12191_SF5,SLC39A14,ENST00000381237,ENSG00000104635,493,213.386,133,26.97768763,8.31E-64,PTHR12191,SF5
TTRE_0000003201-mRNA-1 transcript=TTRE_0000003201-mRNA-1 gene=TTRE_0000003201,gnl|BL_ORD_ID|203252 ENSG00000100012|SEC14L3|ENST00000401751|PTHR23324_SF62,SEC14L3,ENST00000401751,ENSG00000100012,342,206.838,111,32.45614035,8.71E-64,PTHR23324,SF62
TTRE_0000814101-mRNA-1 transcript=TTRE_0000814101-mRNA-1 gene=TTRE_0000814101,gnl|BL_ORD_ID|1970 ENSG00000162396|PARS2|ENST00000371279|PTHR11451_SF3,PARS2,ENST00000371279,ENSG00000162396,476,218.009,103,21.63865546,8.74E-64,PTHR11451,SF3
TTRE_0000040101-mRNA-1 transcript=TTRE_0000040101-mRNA-1 gene=TTRE_0000040101,gnl|BL_ORD_ID|29175 ENSG00000243989|ACY1|ENST00000476854|PTHR11014_SF8,ACY1,ENST00000476854,ENSG00000243989,344,206.068,120,34.88372093,9.39E-64,PTHR11014,SF8
TTRE_0000093701-mRNA-1 transcript=TTRE_0000093701-mRNA-1 gene=TTRE_0000093701,gnl|BL_ORD_ID|14660 ENSG00000115353|TACR1|ENST00000305249|PTHR24242_SF14,TACR1,ENST00000305249,ENSG00000115353,408,212.231,125,30.6372549,1.02E-63,PTHR24242,SF14
TTRE_0000783801-mRNA-1 transcript=TTRE_0000783801-mRNA-1 gene=TTRE_0000783801,gnl|BL_ORD_ID|69690 ENSG00000164776|PHKG1|ENST00000297373|PTHR24347_SF120,PHKG1,ENST00000297373,ENSG00000164776,388,204.912,103,26.54639175,1.06E-63,PTHR24347,SF120
TTRE_0000041301-mRNA-1 transcript=TTRE_0000041301-mRNA-1 gene=TTRE_0000041301,gnl|BL_ORD_ID|90771 ENSG00000106771|TMEM245|ENST00000413712|PTHR21716_SF1,TMEM245,ENST00000413712,ENSG00000106771,473,222.246,137,28.9640592,1.11E-63,PTHR21716,SF1
TTRE_0000831501-mRNA-1 transcript=TTRE_0000831501-mRNA-1 gene=TTRE_0000831501,gnl|BL_ORD_ID|184110 ENSG00000126261|UBA2|ENST00000590048|PTHR10953_SF5,UBA2,ENST00000590048,ENSG00000126261,262,209.149,109,41.60305344,1.16E-63,PTHR10953,SF5
TTRE_0000724101-mRNA-1 transcript=TTRE_0000724101-mRNA-1 gene=TTRE_0000724101,gnl|BL_ORD_ID|158187 ENSG00000103351|CLUAP1|ENST00000571025|PTHR21547,CLUAP1,ENST00000571025,ENSG00000103351,388,209.534,109,28.09278351,1.22E-63,PTHR21547,
TTRE_0000387801-mRNA-1 transcript=TTRE_0000387801-mRNA-1 gene=TTRE_0000387801,gnl|BL_ORD_ID|39113 ENSG00000197410|DCHS2|ENST00000339452|PTHR24027_SF262,DCHS2,ENST00000339452,ENSG00000197410,1370,228.409,196,14.30656934,1.41E-63,PTHR24027,SF262
TTRE_0000434401-mRNA-1 transcript=TTRE_0000434401-mRNA-1 gene=TTRE_0000434401,gnl|BL_ORD_ID|49219 ENSG00000131437|KIF3A|ENST00000378735|PTHR24115_SF53,KIF3A,ENST00000378735,ENSG00000131437,703,230.335,146,20.76813656,1.43E-63,PTHR24115,SF53
TTRE_0000772301-mRNA-1 transcript=TTRE_0000772301-mRNA-1 gene=TTRE_0000772301,gnl|BL_ORD_ID|51423 ENSG00000113282|CLINT1|ENST00000411809|PTHR12276_SF47,CLINT1,ENST00000411809,ENSG00000113282,626,207.608,99,15.81469649,1.43E-63,PTHR12276,SF47
TTRE_0000282401-mRNA-1 transcript=TTRE_0000282401-mRNA-1 gene=TTRE_0000282401,gnl|BL_ORD_ID|118633 ENSG00000111647|UHRF1BP1L|ENST00000356828|PTHR22774,UHRF1BP1L,ENST00000356828,ENSG00000111647,523,222.631,143,27.34225621,1.56E-63,PTHR22774,
TTRE_0000370501-mRNA-1 transcript=TTRE_0000370501-mRNA-1 gene=TTRE_0000370501,gnl|BL_ORD_ID|97717 ENSG00000171862|PTEN|ENST00000371953|PTHR12305_SF32,PTEN,ENST00000371953,ENSG00000171862,404,201.445,97,24.00990099,1.79E-63,PTHR12305,SF32
TTRE_0000040501-mRNA-1 transcript=TTRE_0000040501-mRNA-1 gene=TTRE_0000040501,gnl|BL_ORD_ID|190672 ENSG00000104823|ECH1|ENST00000601778|PTHR11941_SF43,ECH1,ENST00000601778,ENSG00000104823,267,201.83,105,39.3258427,1.83E-63,PTHR11941,SF43
TTRE_0000293701-mRNA-1 transcript=TTRE_0000293701-mRNA-1 gene=TTRE_0000293701,gnl|BL_ORD_ID|81973 ENSG00000176406|RIMS2|ENST00000515551|PTHR12157_SF15,RIMS2,ENST00000515551,ENSG00000176406,666,231.106,144,21.62162162,1.88E-63,PTHR12157,SF15
TTRE_0000227701-mRNA-1 transcript=TTRE_0000227701-mRNA-1 gene=TTRE_0000227701,gnl|BL_ORD_ID|281 ENSG00000134717|BTF3L4|ENST00000313334|PTHR10351_SF29,BTF3L4,ENST00000313334,ENSG00000134717,159,193.356,101,63.52201258,1.89E-63,PTHR10351,SF29
TTRE_0000222101-mRNA-1 transcript=TTRE_0000222101-mRNA-1 gene=TTRE_0000222101,gnl|BL_ORD_ID|173535 ENSG00000169710|FASN|ENST00000635197|PTHR11712_SF227,FASN,ENST00000635197,ENSG00000169710,150,214.542,92,61.33333333,2.09E-63,PTHR11712,SF227
